efficiencySum	efficiencyAvg	efficiencyMax	effectiveSizeSum	effectiveSizeAvg	effectiveSizeMax	constraintSum	constraintAvg	constraintMax	hierarchySum	hierarchyAvg	hierarchyMax	developers	commits	updates	class
1,852273529	0,61742451	0,783986621	65,4611287	21,82037623	52,52710364	2,151370276	0,717123425	0,840319601	1,767887767	0,589295922	0,785197066	3	99	40	less
7,093864232	0,644896748	1	161,9861899	14,72601727	84,15408715	7,895811524	0,717801048	1	5,153939347	0,468539941	1	11	142	24	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	106	14	less
2,964080441	0,592816088	0,885832496	165,7712769	33,15425537	84,15408715	2,890550241	0,578110048	0,787861622	2,596487856	0,519297571	0,669243834	5	13	6	less
3,983996596	0,663999433	1	114,2040441	19,03400735	84,15408715	4,337769242	0,72296154	1	2,994729011	0,499121502	1	6	160	19	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	95	10	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	94	14	less
3,459796683	0,576632781	0,885832496	103,9909481	17,33182468	84,15408715	3,753725518	0,62562092	0,948314426	2,174857928	0,362476321	0,660344311	6	124	16	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	14	2	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	119	15	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	89	17	less
1,885832496	0,628610832	0,885832496	86,15408715	28,71802905	84,15408715	1,984956925	0,661652308	0,815761119	0,872937059	0,29097902	0,660344311	3	148	16	less
2,296205395	0,574051349	0,783986621	71,91459373	17,97864843	52,52710364	1,987667088	0,496916772	0,706710468	1,918148827	0,479537207	0,662657174	4	112	12	less
1,885832496	0,942916248	1	85,15408715	42,57704358	84,15408715	1,353434686	0,676717343	1	1,660344311	0,830172156	1	2	13	2	less
